sampleID,taxonomy,presence
171348,Chipmunk,0
171348,European starling,0
171348,Deer,0
171348,Deer mouse,1
171348,Cow,0
171348,Elk,0
171348,Flying squirrel,0
171348,Ground squirrel,0
171348,Meadow vole,0
171348,Moose,0
171348,Muskrat,0
171348,Pig,0
171348,Rabbit,0
171348,Red squirrel,0
171348,Red-backed vole,0
171348,Ruffed grouse,0
171348,Snowshoe hare,1
171348,Spruce grouse,0
171348,Wild turkey,0
171348,Wolf or Coyote,1
171401,Chipmunk,0
171401,European starling,0
171401,Deer,0
171401,Deer mouse,0
171401,Cow,0
171401,Elk,0
171401,Flying squirrel,0
171401,Ground squirrel,0
171401,Meadow vole,0
171401,Moose,0
171401,Muskrat,0
171401,Pig,0
171401,Rabbit,0
171401,Red squirrel,0
171401,Red-backed vole,0
171401,Ruffed grouse,0
171401,Snowshoe hare,0
171401,Spruce grouse,0
171401,Wild turkey,0
171401,Wolf or Coyote,1
171407,Chipmunk,0
171407,European starling,0
171407,Deer,1
171407,Deer mouse,0
171407,Cow,0
171407,Elk,0
171407,Flying squirrel,0
171407,Ground squirrel,0
171407,Meadow vole,0
171407,Moose,1
171407,Muskrat,0
171407,Pig,0
171407,Rabbit,0
171407,Red squirrel,0
171407,Red-backed vole,0
171407,Ruffed grouse,0
171407,Snowshoe hare,0
171407,Spruce grouse,0
171407,Wild turkey,0
171407,Wolf or Coyote,1
171413,Chipmunk,0
171413,European starling,0
171413,Deer,0
171413,Deer mouse,0
171413,Cow,0
171413,Elk,0
171413,Flying squirrel,0
171413,Ground squirrel,0
171413,Meadow vole,1
171413,Moose,0
171413,Muskrat,0
171413,Pig,0
171413,Rabbit,0
171413,Red squirrel,0
171413,Red-backed vole,1
171413,Ruffed grouse,0
171413,Snowshoe hare,1
171413,Spruce grouse,0
171413,Wild turkey,0
171413,Wolf or Coyote,1
171414,Chipmunk,0
171414,European starling,0
171414,Deer,0
171414,Deer mouse,0
171414,Cow,0
171414,Elk,0
171414,Flying squirrel,0
171414,Ground squirrel,0
171414,Meadow vole,0
171414,Moose,1
171414,Muskrat,0
171414,Pig,0
171414,Rabbit,0
171414,Red squirrel,0
171414,Red-backed vole,0
171414,Ruffed grouse,0
171414,Snowshoe hare,0
171414,Spruce grouse,0
171414,Wild turkey,0
171414,Wolf or Coyote,1
171421,Chipmunk,0
171421,European starling,0
171421,Deer,1
171421,Deer mouse,0
171421,Cow,0
171421,Elk,0
171421,Flying squirrel,0
171421,Ground squirrel,0
171421,Meadow vole,0
171421,Moose,0
171421,Muskrat,0
171421,Pig,0
171421,Rabbit,0
171421,Red squirrel,0
171421,Red-backed vole,0
171421,Ruffed grouse,0
171421,Snowshoe hare,1
171421,Spruce grouse,0
171421,Wild turkey,0
171421,Wolf or Coyote,1
171425,Chipmunk,0
171425,European starling,0
171425,Deer,1
171425,Deer mouse,0
171425,Cow,0
171425,Elk,0
171425,Flying squirrel,0
171425,Ground squirrel,0
171425,Meadow vole,0
171425,Moose,0
171425,Muskrat,0
171425,Pig,0
171425,Rabbit,0
171425,Red squirrel,0
171425,Red-backed vole,0
171425,Ruffed grouse,0
171425,Snowshoe hare,1
171425,Spruce grouse,0
171425,Wild turkey,0
171425,Wolf or Coyote,1
171554,Chipmunk,0
171554,European starling,0
171554,Deer,0
171554,Deer mouse,0
171554,Cow,0
171554,Elk,1
171554,Flying squirrel,0
171554,Ground squirrel,1
171554,Meadow vole,1
171554,Moose,0
171554,Muskrat,0
171554,Pig,0
171554,Rabbit,0
171554,Red squirrel,0
171554,Red-backed vole,0
171554,Ruffed grouse,0
171554,Snowshoe hare,1
171554,Spruce grouse,0
171554,Wild turkey,0
171554,Wolf or Coyote,1
171913,Chipmunk,0
171913,European starling,0
171913,Deer,1
171913,Deer mouse,0
171913,Cow,0
171913,Elk,0
171913,Flying squirrel,0
171913,Ground squirrel,0
171913,Meadow vole,0
171913,Moose,1
171913,Muskrat,0
171913,Pig,0
171913,Rabbit,0
171913,Red squirrel,0
171913,Red-backed vole,0
171913,Ruffed grouse,0
171913,Snowshoe hare,0
171913,Spruce grouse,0
171913,Wild turkey,0
171913,Wolf or Coyote,1
172044,Chipmunk,0
172044,European starling,0
172044,Deer,0
172044,Deer mouse,0
172044,Cow,0
172044,Elk,0
172044,Flying squirrel,0
172044,Ground squirrel,0
172044,Meadow vole,0
172044,Moose,0
172044,Muskrat,0
172044,Pig,0
172044,Rabbit,0
172044,Red squirrel,1
172044,Red-backed vole,0
172044,Ruffed grouse,0
172044,Snowshoe hare,1
172044,Spruce grouse,0
172044,Wild turkey,0
172044,Wolf or Coyote,1
172047,Chipmunk,0
172047,European starling,0
172047,Deer,0
172047,Deer mouse,0
172047,Cow,0
172047,Elk,0
172047,Flying squirrel,0
172047,Ground squirrel,0
172047,Meadow vole,0
172047,Moose,1
172047,Muskrat,0
172047,Pig,0
172047,Rabbit,0
172047,Red squirrel,0
172047,Red-backed vole,0
172047,Ruffed grouse,1
172047,Snowshoe hare,1
172047,Spruce grouse,0
172047,Wild turkey,0
172047,Wolf or Coyote,1
172048,Chipmunk,0
172048,European starling,0
172048,Deer,0
172048,Deer mouse,0
172048,Cow,0
172048,Elk,0
172048,Flying squirrel,0
172048,Ground squirrel,0
172048,Meadow vole,0
172048,Moose,0
172048,Muskrat,0
172048,Pig,0
172048,Rabbit,0
172048,Red squirrel,0
172048,Red-backed vole,0
172048,Ruffed grouse,0
172048,Snowshoe hare,1
172048,Spruce grouse,0
172048,Wild turkey,0
172048,Wolf or Coyote,1
173038,Chipmunk,0
173038,European starling,0
173038,Deer,0
173038,Deer mouse,0
173038,Cow,0
173038,Elk,0
173038,Flying squirrel,0
173038,Ground squirrel,0
173038,Meadow vole,0
173038,Moose,1
173038,Muskrat,0
173038,Pig,0
173038,Rabbit,0
173038,Red squirrel,0
173038,Red-backed vole,0
173038,Ruffed grouse,0
173038,Snowshoe hare,0
173038,Spruce grouse,0
173038,Wild turkey,0
173038,Wolf or Coyote,1
173040,Chipmunk,0
173040,European starling,0
173040,Deer,0
173040,Deer mouse,0
173040,Cow,0
173040,Elk,0
173040,Flying squirrel,0
173040,Ground squirrel,0
173040,Meadow vole,0
173040,Moose,1
173040,Muskrat,0
173040,Pig,0
173040,Rabbit,0
173040,Red squirrel,0
173040,Red-backed vole,0
173040,Ruffed grouse,0
173040,Snowshoe hare,0
173040,Spruce grouse,0
173040,Wild turkey,0
173040,Wolf or Coyote,1
173041,Chipmunk,0
173041,European starling,0
173041,Deer,0
173041,Deer mouse,0
173041,Cow,0
173041,Elk,0
173041,Flying squirrel,0
173041,Ground squirrel,0
173041,Meadow vole,0
173041,Moose,1
173041,Muskrat,0
173041,Pig,0
173041,Rabbit,0
173041,Red squirrel,0
173041,Red-backed vole,0
173041,Ruffed grouse,0
173041,Snowshoe hare,0
173041,Spruce grouse,0
173041,Wild turkey,0
173041,Wolf or Coyote,1
